task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T4740,Task_4740,50,5,86,5,2,1504,881,479,data-intensive,T118,False
T4741,Task_4741,0,3,49,1,1,1059,468,376,IO-bound,T4326,False
T4742,Task_4742,24,4,75,5,1,1794,838,92,computation,T1601,True
T4743,Task_4743,41,1,90,1,4,1168,655,399,data-intensive,,False
T4744,Task_4744,6,5,74,1,2,1444,320,461,computation,"T3490,T3017",True
T4745,Task_4745,49,9,85,2,1,984,867,345,computation,T1627,False
T4746,Task_4746,50,9,65,5,1,1423,275,355,computation,,True
T4747,Task_4747,35,7,32,4,3,512,681,208,IO-bound,T4560,False
T4748,Task_4748,3,5,76,2,2,608,541,257,data-intensive,,True
T4749,Task_4749,36,3,49,5,2,1196,613,83,data-intensive,"T2874,T3243",False
T4750,Task_4750,15,4,64,5,1,265,472,125,computation,"T3010,T2044",False
T4751,Task_4751,28,4,57,2,2,532,571,359,data-intensive,T2167,False
T4752,Task_4752,31,6,99,2,4,276,812,487,computation,"T2618,T2532",False
T4753,Task_4753,50,3,31,3,3,1800,230,35,IO-bound,T934,False
T4754,Task_4754,16,7,50,3,1,1674,254,324,IO-bound,,False
T4755,Task_4755,50,9,98,5,2,349,504,24,data-intensive,,True
T4756,Task_4756,3,7,53,4,1,582,569,336,computation,T2367,False
T4757,Task_4757,37,10,85,3,3,1708,493,91,computation,T2212,True
T4758,Task_4758,0,2,22,1,4,704,227,73,computation,"T2471,T2399",False
T4759,Task_4759,21,2,23,1,2,635,306,182,data-intensive,T2296,True
T4760,Task_4760,16,1,42,4,3,1208,934,144,IO-bound,,True
T4761,Task_4761,39,7,91,2,4,882,473,500,IO-bound,,True
T4762,Task_4762,23,3,79,3,3,461,684,6,IO-bound,"T3499,T2262",True
T4763,Task_4763,30,8,69,2,3,1827,405,43,computation,,False
T4764,Task_4764,24,3,20,3,1,1131,279,17,computation,"T3205,T1828",False
T4765,Task_4765,18,1,52,1,4,969,679,108,data-intensive,,True
T4766,Task_4766,22,10,60,2,4,1145,509,178,IO-bound,"T2710,T618",False
T4767,Task_4767,46,8,92,3,2,1877,714,238,data-intensive,,True
T4768,Task_4768,49,1,79,4,3,434,131,322,IO-bound,T3135,True
T4769,Task_4769,32,1,52,3,3,820,844,56,IO-bound,,False
T4770,Task_4770,30,4,62,5,3,309,290,277,IO-bound,,False
T4771,Task_4771,28,2,59,5,3,1020,605,297,computation,,True
T4772,Task_4772,46,10,99,5,4,487,648,195,computation,,True
T4773,Task_4773,9,2,68,1,1,439,196,238,data-intensive,,False
T4774,Task_4774,28,5,62,2,1,945,967,492,data-intensive,"T709,T1450",False
T4775,Task_4775,25,4,55,4,1,973,831,287,IO-bound,"T4686,T1299",True
T4776,Task_4776,11,1,25,3,2,1680,354,190,IO-bound,"T1567,T2310",True
T4777,Task_4777,19,6,87,5,1,1200,416,100,computation,T2672,True
T4778,Task_4778,40,3,81,2,1,1958,410,275,data-intensive,"T3463,T1879",False
T4779,Task_4779,32,5,45,1,1,818,990,9,computation,T4003,False
T4780,Task_4780,29,6,68,5,3,525,691,66,data-intensive,"T4473,T1069",False
T4781,Task_4781,33,9,63,2,4,641,513,127,data-intensive,T3755,True
T4782,Task_4782,11,10,82,2,3,1843,762,11,data-intensive,T3322,False
T4783,Task_4783,46,3,40,3,3,751,219,24,computation,,True
T4784,Task_4784,33,4,70,5,1,540,329,68,data-intensive,T129,False
T4785,Task_4785,48,5,20,3,4,571,241,207,data-intensive,T2287,True
T4786,Task_4786,47,4,30,2,3,1831,735,54,IO-bound,"T2874,T1630",False
T4787,Task_4787,2,5,29,1,1,907,104,323,computation,,False
T4788,Task_4788,46,8,40,4,3,2038,469,9,IO-bound,,True
T4789,Task_4789,47,5,100,3,1,1947,195,289,IO-bound,T297,True
T4790,Task_4790,13,10,85,3,2,1636,984,475,IO-bound,,True
T4791,Task_4791,12,10,68,3,1,489,389,391,IO-bound,,True
T4792,Task_4792,27,2,67,1,1,1983,514,129,computation,,True
T4793,Task_4793,20,7,88,4,2,692,266,324,IO-bound,,False
T4794,Task_4794,12,1,68,1,1,445,961,355,computation,T423,False
T4795,Task_4795,8,9,54,4,4,1972,611,86,computation,,True
T4796,Task_4796,3,10,94,4,4,1353,368,194,data-intensive,T2748,True
T4797,Task_4797,16,3,76,5,4,1906,749,261,IO-bound,,True
T4798,Task_4798,36,2,70,1,1,1617,434,35,IO-bound,T2173,False
T4799,Task_4799,8,6,34,4,1,725,627,13,computation,,False
T4800,Task_4800,11,8,88,1,3,898,613,383,computation,,False
T4801,Task_4801,45,8,81,2,3,1839,978,153,IO-bound,"T2948,T4239",False
T4802,Task_4802,2,4,52,3,4,266,690,154,data-intensive,,False
T4803,Task_4803,32,9,28,5,1,1528,992,449,data-intensive,T2722,False
T4804,Task_4804,50,8,34,5,1,1462,447,442,computation,,True
T4805,Task_4805,44,5,35,3,3,403,320,249,IO-bound,"T810,T3375",True
T4806,Task_4806,13,7,60,1,4,957,348,434,IO-bound,,False
T4807,Task_4807,24,1,27,2,2,1453,898,167,IO-bound,"T253,T3333",True
T4808,Task_4808,34,7,61,4,2,1869,416,97,data-intensive,T2451,True
T4809,Task_4809,23,8,49,4,3,1664,176,88,IO-bound,"T631,T1051",True
T4810,Task_4810,16,6,85,2,3,1909,884,464,IO-bound,T597,True
T4811,Task_4811,40,5,100,5,3,1167,582,259,data-intensive,,False
T4812,Task_4812,42,9,97,5,1,1871,496,136,computation,,True
T4813,Task_4813,28,10,100,4,2,1531,133,277,computation,"T3281,T2753",False
T4814,Task_4814,28,7,91,2,4,1579,686,140,data-intensive,T528,False
T4815,Task_4815,9,9,61,4,1,399,418,494,IO-bound,T80,False
T4816,Task_4816,22,5,40,2,2,1647,494,454,IO-bound,T4337,True
T4817,Task_4817,27,3,25,2,2,1334,307,59,data-intensive,"T346,T333",False
T4818,Task_4818,36,1,74,3,1,544,599,50,data-intensive,T4119,False
T4819,Task_4819,19,3,32,3,4,1121,998,38,data-intensive,"T484,T1053",False
T4820,Task_4820,30,8,58,5,2,1521,540,187,data-intensive,"T2609,T1474",True
T4821,Task_4821,44,1,92,3,2,913,835,228,IO-bound,"T3742,T1524",True
T4822,Task_4822,48,5,68,3,3,1309,265,6,IO-bound,,True
T4823,Task_4823,30,10,36,2,3,529,912,73,IO-bound,"T4394,T1075",False
T4824,Task_4824,19,1,31,3,3,436,623,251,IO-bound,"T118,T4739",True
T4825,Task_4825,23,4,76,1,1,1957,614,132,computation,T4242,False
T4826,Task_4826,48,5,59,3,4,738,388,329,IO-bound,,False
T4827,Task_4827,39,2,70,2,2,683,629,13,computation,,True
T4828,Task_4828,43,3,35,1,3,2038,385,24,computation,,False
T4829,Task_4829,4,8,29,3,2,361,444,14,computation,T2544,False
T4830,Task_4830,13,9,66,4,2,954,620,435,computation,"T3549,T2610",False
T4831,Task_4831,18,6,31,4,1,1111,267,47,data-intensive,T3890,False
T4832,Task_4832,38,10,44,3,2,1143,427,383,data-intensive,T1014,True
T4833,Task_4833,19,6,72,3,1,1952,747,263,data-intensive,,False
T4834,Task_4834,40,7,69,3,2,833,599,494,data-intensive,,True
T4835,Task_4835,0,8,73,4,3,1397,828,41,IO-bound,T4659,True
T4836,Task_4836,15,3,77,3,4,776,362,378,data-intensive,T3061,True
T4837,Task_4837,46,9,82,4,2,1474,258,388,computation,,True
T4838,Task_4838,8,3,46,5,4,1924,544,311,data-intensive,T206,True
T4839,Task_4839,1,8,73,2,3,994,645,292,IO-bound,,False
T4840,Task_4840,16,5,49,5,2,1158,849,436,data-intensive,T1720,False
T4841,Task_4841,17,10,42,3,2,256,300,16,IO-bound,,False
T4842,Task_4842,12,9,57,1,2,517,116,259,computation,"T2824,T1893",False
T4843,Task_4843,18,7,29,5,3,745,571,90,data-intensive,T719,True
T4844,Task_4844,32,9,37,5,2,1634,717,96,computation,,True
T4845,Task_4845,17,10,33,5,4,1609,426,167,computation,T3699,False
T4846,Task_4846,38,7,61,5,1,1409,954,2,computation,T4228,False
T4847,Task_4847,39,1,62,3,1,400,475,452,computation,"T291,T1425",False
T4848,Task_4848,0,3,28,5,3,1818,377,55,IO-bound,T2090,True
T4849,Task_4849,3,2,23,2,2,1281,818,387,data-intensive,,True
T4850,Task_4850,45,10,84,5,1,1408,886,221,IO-bound,"T4044,T1311",False
T4851,Task_4851,7,10,20,4,4,958,936,340,data-intensive,T2576,True
T4852,Task_4852,44,4,90,5,3,1158,852,337,computation,T3432,False
T4853,Task_4853,39,5,83,1,4,346,491,167,data-intensive,T2045,False
T4854,Task_4854,5,9,70,1,2,1410,354,328,computation,,False
T4855,Task_4855,36,10,77,1,1,938,920,440,IO-bound,,False
T4856,Task_4856,34,4,60,5,4,2047,356,352,data-intensive,T3199,False
T4857,Task_4857,29,3,85,2,2,1883,210,109,data-intensive,,False
T4858,Task_4858,36,3,25,3,3,340,183,472,computation,"T296,T3731",True
T4859,Task_4859,13,2,85,1,1,417,581,37,IO-bound,T2142,True
T4860,Task_4860,10,9,80,1,1,1465,999,137,computation,,False
T4861,Task_4861,23,7,35,4,3,718,724,107,IO-bound,"T2499,T1830",False
T4862,Task_4862,9,5,51,3,3,555,622,251,data-intensive,"T3417,T1216",False
T4863,Task_4863,0,10,73,1,1,452,402,146,computation,"T1198,T1168",False
T4864,Task_4864,4,6,85,3,1,1215,625,204,computation,"T407,T2990",True
T4865,Task_4865,42,5,78,4,1,1677,735,330,IO-bound,,False
T4866,Task_4866,8,10,63,2,4,1714,592,391,computation,"T1369,T1654",False
T4867,Task_4867,40,7,20,5,2,1905,434,69,IO-bound,"T1655,T2605",False
T4868,Task_4868,37,4,63,2,2,1551,446,124,IO-bound,,False
T4869,Task_4869,26,7,46,3,1,507,739,164,IO-bound,"T2285,T854",True
T4870,Task_4870,5,9,89,2,1,1021,333,132,data-intensive,"T929,T3728",True
T4871,Task_4871,38,1,90,1,4,1511,301,395,computation,"T206,T4364",True
T4872,Task_4872,49,10,77,2,3,870,292,320,computation,"T285,T4307",True
T4873,Task_4873,24,5,57,1,3,575,479,231,computation,T4863,True
T4874,Task_4874,5,3,78,1,3,271,982,399,computation,"T3919,T1561",False
T4875,Task_4875,3,7,39,1,4,1533,793,484,IO-bound,"T3146,T3394",False
T4876,Task_4876,36,1,74,1,2,513,785,479,IO-bound,"T4028,T834",True
T4877,Task_4877,28,10,37,3,3,285,740,22,computation,T393,False
T4878,Task_4878,44,3,33,1,1,747,987,399,IO-bound,T1085,False
T4879,Task_4879,34,2,36,2,1,1540,402,267,data-intensive,"T3261,T827",True
T4880,Task_4880,33,5,63,5,2,443,864,490,data-intensive,T1937,False
T4881,Task_4881,49,9,39,5,4,1809,705,330,data-intensive,T3499,False
T4882,Task_4882,18,8,96,3,3,1501,952,30,IO-bound,,False
T4883,Task_4883,42,5,71,5,4,797,632,366,computation,,True
T4884,Task_4884,9,7,83,3,2,1993,511,160,computation,T455,False
T4885,Task_4885,25,4,58,1,4,566,573,76,computation,,False
T4886,Task_4886,47,7,32,3,3,357,951,428,data-intensive,,False
T4887,Task_4887,43,2,44,4,1,890,329,282,IO-bound,T1440,False
T4888,Task_4888,42,4,40,4,4,1668,742,351,IO-bound,"T3267,T3777",True
T4889,Task_4889,38,5,86,1,3,471,506,343,data-intensive,T1621,False
T4890,Task_4890,27,4,55,3,2,343,485,242,computation,,True
T4891,Task_4891,26,6,29,2,3,1346,942,282,computation,,False
T4892,Task_4892,47,3,97,1,1,1592,417,127,IO-bound,T4804,False
T4893,Task_4893,17,6,82,5,1,653,127,383,computation,T2197,True
T4894,Task_4894,12,7,86,5,3,1608,416,162,IO-bound,"T2381,T1714",True
T4895,Task_4895,12,8,79,4,3,1013,417,470,computation,,True
T4896,Task_4896,46,10,33,5,1,1121,175,356,IO-bound,T616,False
T4897,Task_4897,25,3,41,5,4,1840,918,34,data-intensive,,False
T4898,Task_4898,32,8,67,3,1,1804,441,134,data-intensive,,False
T4899,Task_4899,34,6,21,5,4,1316,417,167,computation,T3286,False
T4900,Task_4900,3,9,61,3,2,1976,909,367,computation,T1774,True
T4901,Task_4901,17,1,38,5,4,1351,564,373,data-intensive,,True
T4902,Task_4902,13,10,23,3,1,563,410,43,IO-bound,T1692,False
T4903,Task_4903,17,6,49,1,3,894,608,276,IO-bound,,True
T4904,Task_4904,20,8,59,2,4,512,357,321,IO-bound,T3918,True
T4905,Task_4905,14,2,49,4,3,1867,107,490,IO-bound,T3889,False
T4906,Task_4906,34,10,79,1,1,773,890,134,computation,T1072,True
T4907,Task_4907,2,9,50,2,2,714,968,191,IO-bound,T4314,True
T4908,Task_4908,37,5,56,4,4,2003,210,222,IO-bound,,True
T4909,Task_4909,5,4,96,2,3,401,306,8,data-intensive,T265,True
T4910,Task_4910,30,9,51,5,2,1628,803,263,computation,,True
T4911,Task_4911,38,5,37,1,2,425,410,353,IO-bound,,False
T4912,Task_4912,44,6,85,2,1,711,455,112,data-intensive,,False
T4913,Task_4913,40,7,99,2,3,1914,396,373,IO-bound,,False
T4914,Task_4914,41,1,76,1,4,484,507,128,IO-bound,"T2477,T1808",False
T4915,Task_4915,38,7,86,3,1,1426,461,357,IO-bound,,True
T4916,Task_4916,49,5,73,4,4,782,959,407,data-intensive,T3848,True
T4917,Task_4917,30,2,23,1,2,1560,460,290,IO-bound,,True
T4918,Task_4918,2,4,55,5,2,948,517,364,IO-bound,"T1981,T3887",True
T4919,Task_4919,16,3,29,5,2,829,778,320,computation,"T4106,T2066",True
T4920,Task_4920,41,4,85,1,2,833,625,389,computation,,False
T4921,Task_4921,48,4,54,4,1,1905,134,223,IO-bound,T912,True
T4922,Task_4922,45,10,84,5,3,1661,624,313,IO-bound,"T4591,T1012",True
T4923,Task_4923,5,9,48,4,3,1271,724,489,data-intensive,,False
T4924,Task_4924,20,1,67,4,1,263,565,227,computation,T1596,False
T4925,Task_4925,31,7,31,3,3,1358,117,266,computation,"T3567,T1189",False
T4926,Task_4926,2,7,26,1,3,1279,790,498,IO-bound,,True
T4927,Task_4927,47,8,96,4,4,965,255,288,computation,T2340,False
T4928,Task_4928,28,7,64,3,3,303,766,10,IO-bound,,False
T4929,Task_4929,22,8,62,5,3,801,312,150,data-intensive,T2144,False
T4930,Task_4930,16,10,33,4,2,984,291,376,data-intensive,T303,False
T4931,Task_4931,17,10,66,5,4,1042,243,497,IO-bound,,False
T4932,Task_4932,49,9,80,5,2,564,933,379,computation,"T1753,T1416",False
T4933,Task_4933,0,2,41,1,2,424,570,27,IO-bound,,False
T4934,Task_4934,26,7,44,1,1,1255,748,157,computation,"T1256,T3079",False
T4935,Task_4935,15,3,99,2,2,1034,336,303,data-intensive,"T2007,T3982",True
T4936,Task_4936,47,7,49,1,4,995,866,480,IO-bound,,False
T4937,Task_4937,38,3,57,2,3,362,377,145,IO-bound,T3534,True
T4938,Task_4938,16,2,52,4,1,1412,462,425,IO-bound,"T3582,T344",False
T4939,Task_4939,49,4,48,2,3,1395,217,303,IO-bound,T4333,True
T4940,Task_4940,19,4,58,3,3,1617,574,57,data-intensive,"T3859,T2149",True
T4941,Task_4941,37,8,63,5,2,1920,908,292,data-intensive,,False
T4942,Task_4942,20,1,58,3,1,614,554,459,computation,"T3688,T2293",False
T4943,Task_4943,1,1,45,3,4,693,232,500,data-intensive,,False
T4944,Task_4944,11,7,81,3,1,1775,343,283,computation,T3008,True
T4945,Task_4945,6,6,51,5,1,512,513,336,computation,"T1959,T2867",True
T4946,Task_4946,0,5,100,1,2,730,819,50,computation,T3629,True
T4947,Task_4947,21,2,31,3,2,527,188,65,IO-bound,"T1004,T3696",False
T4948,Task_4948,3,2,75,1,3,332,357,290,IO-bound,"T2097,T2345",False
T4949,Task_4949,45,5,32,5,3,1358,288,118,data-intensive,"T3823,T304",True
T4950,Task_4950,31,9,37,3,2,510,413,155,data-intensive,"T342,T1988",True
T4951,Task_4951,48,2,52,1,4,1242,104,496,computation,"T4059,T644",False
T4952,Task_4952,28,2,88,3,4,1858,377,455,IO-bound,"T2992,T3188",False
T4953,Task_4953,15,7,23,5,3,1815,237,250,IO-bound,,True
T4954,Task_4954,24,4,47,1,2,1046,669,246,computation,T466,False
T4955,Task_4955,20,8,25,1,3,1265,607,27,computation,,True
T4956,Task_4956,27,2,97,3,3,821,325,376,IO-bound,,False
T4957,Task_4957,22,1,57,1,1,933,186,234,computation,T158,True
T4958,Task_4958,19,1,76,4,4,1315,814,439,data-intensive,,True
T4959,Task_4959,42,4,98,4,3,641,674,201,computation,T3778,False
T4960,Task_4960,7,9,60,4,3,842,867,334,data-intensive,T2717,True
T4961,Task_4961,27,3,27,5,4,1506,914,229,computation,T4929,False
T4962,Task_4962,10,10,69,4,1,1752,767,22,IO-bound,,False
T4963,Task_4963,50,3,29,4,1,1453,646,33,IO-bound,T1623,True
T4964,Task_4964,38,7,40,1,1,512,682,378,data-intensive,"T3172,T2684",False
T4965,Task_4965,28,9,72,1,4,1632,991,365,data-intensive,"T3006,T4800",False
T4966,Task_4966,48,8,51,1,1,1365,436,348,computation,"T1213,T4198",True
T4967,Task_4967,17,7,46,3,1,1317,958,222,computation,,True
T4968,Task_4968,28,6,91,5,3,634,445,145,data-intensive,"T4257,T4790",True
T4969,Task_4969,16,7,23,3,2,1939,867,414,computation,,False
T4970,Task_4970,10,3,77,3,4,1059,670,438,computation,,False
T4971,Task_4971,43,10,74,1,1,395,831,73,data-intensive,"T1421,T2626",True
T4972,Task_4972,23,10,37,2,1,319,668,353,computation,T2485,True
T4973,Task_4973,27,10,30,3,3,1099,176,85,IO-bound,"T846,T2619",True
T4974,Task_4974,4,8,84,5,3,1580,570,447,IO-bound,,False
T4975,Task_4975,38,1,80,3,2,469,189,427,data-intensive,"T410,T778",True
T4976,Task_4976,40,6,24,5,4,903,247,484,data-intensive,"T97,T202",False
T4977,Task_4977,4,1,86,4,4,334,150,495,computation,,True
T4978,Task_4978,20,6,87,2,1,1020,202,66,IO-bound,"T2667,T2302",False
T4979,Task_4979,46,4,59,4,2,1682,294,142,data-intensive,"T1373,T3917",False
T4980,Task_4980,14,1,77,4,4,1882,402,386,data-intensive,"T2884,T4184",True
T4981,Task_4981,31,2,92,4,3,638,495,360,computation,"T2533,T2931",True
T4982,Task_4982,40,1,22,5,3,990,835,168,computation,T1055,False
T4983,Task_4983,35,10,48,1,1,1270,987,208,computation,T879,True
T4984,Task_4984,41,1,57,2,3,1989,916,341,data-intensive,"T2002,T1782",True
T4985,Task_4985,38,3,35,5,1,1753,479,482,data-intensive,T4642,True
T4986,Task_4986,15,9,71,2,1,909,986,222,IO-bound,T68,False
T4987,Task_4987,21,7,60,4,4,1721,421,206,data-intensive,,True
T4988,Task_4988,16,2,79,3,1,1741,941,30,data-intensive,"T436,T2062",True
T4989,Task_4989,17,4,98,1,3,1853,961,237,IO-bound,T2000,True
T4990,Task_4990,1,6,69,5,1,403,238,243,IO-bound,T4574,True
T4991,Task_4991,41,10,81,1,1,1643,939,494,data-intensive,"T4537,T2888",False
T4992,Task_4992,22,4,63,3,4,263,207,62,data-intensive,T2226,False
T4993,Task_4993,0,10,88,4,4,967,278,301,IO-bound,T3923,True
T4994,Task_4994,23,3,44,2,1,722,903,306,IO-bound,T1638,True
T4995,Task_4995,18,3,54,2,1,616,329,450,data-intensive,T3714,True
T4996,Task_4996,24,8,97,2,1,297,608,369,IO-bound,"T1226,T987",False
T4997,Task_4997,22,2,52,5,4,1274,625,65,computation,,True
T4998,Task_4998,41,2,62,5,1,1119,851,440,computation,"T3737,T2177",True
T4999,Task_4999,14,10,22,4,4,426,494,86,data-intensive,"T4386,T4152",True
T5000,Task_5000,19,6,72,1,4,1746,302,383,data-intensive,,False
T5001,Task_5001,17,9,94,5,2,1298,690,304,data-intensive,"T91,T2360",False
T5002,Task_5002,13,4,22,4,1,1493,349,76,data-intensive,,False
T5003,Task_5003,10,5,85,3,4,1614,658,246,data-intensive,,True
T5004,Task_5004,15,9,73,1,2,1383,399,0,computation,,False
T5005,Task_5005,11,9,66,5,1,1599,875,386,computation,,False
T5006,Task_5006,7,3,64,2,2,1834,218,421,IO-bound,T428,True
T5007,Task_5007,30,1,50,5,2,984,574,372,IO-bound,,False
T5008,Task_5008,19,9,87,4,4,306,580,326,data-intensive,"T4869,T3464",True
T5009,Task_5009,9,6,87,1,3,1218,340,42,computation,T2462,False
T5010,Task_5010,20,7,58,1,3,1454,146,163,computation,T3842,True
T5011,Task_5011,30,10,97,3,1,829,104,183,IO-bound,,False
T5012,Task_5012,4,10,99,3,2,1374,512,465,data-intensive,"T4027,T3392",True
T5013,Task_5013,35,7,77,5,1,1975,790,497,data-intensive,,False
T5014,Task_5014,6,9,48,2,1,325,314,322,computation,T3431,False
T5015,Task_5015,45,2,83,1,3,1751,567,215,data-intensive,,False
T5016,Task_5016,6,6,72,1,3,1279,704,99,computation,T2491,False
T5017,Task_5017,11,7,94,1,3,665,144,15,IO-bound,T2698,False
T5018,Task_5018,37,4,100,4,1,958,805,343,computation,"T1691,T2671",True
T5019,Task_5019,32,8,49,3,1,1730,415,120,data-intensive,T3465,True
T5020,Task_5020,41,2,21,1,1,1634,190,88,computation,"T358,T2761",False
T5021,Task_5021,46,4,43,5,2,1396,708,428,IO-bound,"T1350,T1733",False
T5022,Task_5022,32,3,77,4,1,300,798,256,IO-bound,"T3558,T4237",False
T5023,Task_5023,21,7,69,3,1,1508,991,456,computation,T592,False
T5024,Task_5024,41,7,41,1,1,1912,694,303,computation,,True
T5025,Task_5025,25,10,25,1,3,537,765,449,data-intensive,T1659,False
T5026,Task_5026,7,5,60,2,1,1619,235,354,computation,,False
T5027,Task_5027,40,2,87,2,2,704,141,241,IO-bound,"T2307,T4041",False
T5028,Task_5028,39,5,93,5,4,1300,371,181,computation,,False
T5029,Task_5029,34,10,76,4,2,1259,780,328,computation,,False
T5030,Task_5030,45,3,89,4,4,1163,952,258,IO-bound,"T298,T780",False
T5031,Task_5031,32,7,49,1,2,1444,999,420,computation,"T1066,T3626",True
T5032,Task_5032,32,4,70,1,2,435,363,198,computation,,True
T5033,Task_5033,9,2,54,3,3,801,926,41,computation,"T2119,T1192",False
T5034,Task_5034,8,6,30,1,2,1423,853,253,data-intensive,T3291,False
T5035,Task_5035,37,5,57,4,2,1028,853,332,IO-bound,T2667,False
T5036,Task_5036,1,10,62,3,1,539,651,462,IO-bound,"T469,T644",True
T5037,Task_5037,38,7,41,3,1,451,113,478,data-intensive,"T2661,T4861",False
T5038,Task_5038,7,10,73,2,1,669,788,251,computation,,False
T5039,Task_5039,33,3,43,1,3,1302,402,307,IO-bound,T4408,True
T5040,Task_5040,7,7,97,5,2,591,964,357,computation,,False
T5041,Task_5041,11,10,59,4,3,1591,318,53,data-intensive,"T2734,T2378",False
T5042,Task_5042,14,5,94,4,3,351,286,94,data-intensive,T3647,True
T5043,Task_5043,41,4,21,1,1,1818,526,301,data-intensive,,False
T5044,Task_5044,46,10,32,2,4,1966,938,114,IO-bound,,False
T5045,Task_5045,32,3,99,5,3,771,180,84,data-intensive,"T1331,T1566",False
T5046,Task_5046,33,8,83,4,3,1525,987,485,computation,"T4644,T2437",True
T5047,Task_5047,15,10,59,1,3,1978,484,54,IO-bound,,True
T5048,Task_5048,46,2,61,2,2,1556,799,35,computation,T2151,False
T5049,Task_5049,31,10,72,4,3,1454,835,41,data-intensive,,True
T5050,Task_5050,44,1,60,5,2,1197,525,322,data-intensive,T2749,True
T5051,Task_5051,25,8,27,4,2,635,539,482,data-intensive,"T686,T1440",True
T5052,Task_5052,36,3,39,5,2,678,381,448,computation,"T3012,T4098",False
T5053,Task_5053,26,3,67,4,2,1796,399,499,computation,,True
T5054,Task_5054,39,2,30,3,4,1292,572,4,IO-bound,,True
T5055,Task_5055,2,2,90,2,4,477,151,286,data-intensive,"T2634,T3145",False
T5056,Task_5056,31,2,78,5,2,256,871,58,computation,"T226,T2827",True
T5057,Task_5057,38,10,87,2,4,1094,880,355,data-intensive,,False
T5058,Task_5058,44,6,81,5,2,741,176,86,data-intensive,T2915,False
T5059,Task_5059,8,10,85,5,3,1732,226,42,data-intensive,,False
T5060,Task_5060,34,1,79,3,2,1378,253,39,computation,,False
T5061,Task_5061,6,5,34,3,4,508,404,217,IO-bound,T4891,False
